Pass Number,Observer,Time (UTCGregorian),Azimuth (deg),Elevation (deg),Range (km)
200,AntenaLDTEA,15 Jan 2024 23:43:06.504,207.531,36.470,623.599
200,AntenaLDTEA,15 Jan 2024 23:44:06.504,153.931,39.415,588.469
200,AntenaLDTEA,15 Jan 2024 23:45:06.504,120.347,25.537,809.684
200,AntenaLDTEA,15 Jan 2024 23:46:06.504,107.172,15.006,1147.000
200,AntenaLDTEA,15 Jan 2024 23:47:06.504,100.792,8.208,1524.386
200,AntenaLDTEA,15 Jan 2024 23:47:19.849,99.804,7.000,1610.873
201,AntenaLDTEA,16 Jan 2024 01:18:21.793,257.170,7.000,1611.493
201,AntenaLDTEA,16 Jan 2024 01:19:21.793,257.103,13.626,1209.501
201,AntenaLDTEA,16 Jan 2024 01:20:21.793,257.050,24.876,822.975
201,AntenaLDTEA,16 Jan 2024 01:21:21.793,257.058,50.360,493.326
201,AntenaLDTEA,16 Jan 2024 01:22:21.793,76.478,72.932,403.719
201,AntenaLDTEA,16 Jan 2024 01:23:21.793,76.702,33.455,660.755
201,AntenaLDTEA,16 Jan 2024 01:24:21.793,76.672,17.784,1031.102
201,AntenaLDTEA,16 Jan 2024 01:25:21.793,76.623,9.598,1428.352
201,AntenaLDTEA,16 Jan 2024 01:25:48.189,76.601,7.000,1606.253
202,AntenaLDTEA,16 Jan 2024 02:56:59.082,278.559,7.000,1606.189
202,AntenaLDTEA,16 Jan 2024 02:57:59.082,288.061,12.407,1266.277
202,AntenaLDTEA,16 Jan 2024 02:58:59.082,304.460,18.959,988.111
202,AntenaLDTEA,16 Jan 2024 02:59:59.082,331.690,24.142,837.298
202,AntenaLDTEA,16 Jan 2024 03:00:59.082,3.311,22.400,882.406
202,AntenaLDTEA,16 Jan 2024 03:01:59.082,25.572,15.969,1099.414
202,AntenaLDTEA,16 Jan 2024 03:02:59.082,38.407,9.847,1410.472
202,AntenaLDTEA,16 Jan 2024 03:03:32.368,43.097,7.000,1603.933
203,AntenaLDTEA,16 Jan 2024 17:47:42.502,323.727,7.000,1641.039
203,AntenaLDTEA,16 Jan 2024 17:48:42.502,334.532,11.805,1330.495
203,AntenaLDTEA,16 Jan 2024 17:49:42.502,351.529,16.881,1092.455
203,AntenaLDTEA,16 Jan 2024 17:50:42.502,15.886,19.931,982.481
203,AntenaLDTEA,16 Jan 2024 17:51:42.502,41.690,18.174,1042.478
203,AntenaLDTEA,16 Jan 2024 17:52:42.502,61.014,13.341,1248.046
203,AntenaLDTEA,16 Jan 2024 17:53:42.502,73.405,8.339,1541.468
203,AntenaLDTEA,16 Jan 2024 17:54:00.069,76.094,7.000,1637.421
204,AntenaLDTEA,16 Jan 2024 19:25:14.605,288.764,7.000,1638.630
204,AntenaLDTEA,16 Jan 2024 19:26:14.605,290.217,13.512,1239.097
204,AntenaLDTEA,16 Jan 2024 19:27:14.605,293.307,24.295,855.796
204,AntenaLDTEA,16 Jan 2024 19:28:14.605,303.838,47.089,528.706
204,AntenaLDTEA,16 Jan 2024 19:29:14.605,52.359,69.033,422.725
204,AntenaLDTEA,16 Jan 2024 19:30:14.605,91.607,34.823,656.018
204,AntenaLDTEA,16 Jan 2024 19:31:14.605,97.251,18.757,1016.654
204,AntenaLDTEA,16 Jan 2024 19:32:14.605,99.395,10.294,1409.256
204,AntenaLDTEA,16 Jan 2024 19:32:47.721,100.081,7.000,1630.917
205,AntenaLDTEA,16 Jan 2024 21:03:41.063,263.782,7.000,1632.799
205,AntenaLDTEA,16 Jan 2024 21:04:41.063,258.974,13.249,1246.566
205,AntenaLDTEA,16 Jan 2024 21:05:41.063,249.489,22.891,887.619
205,AntenaLDTEA,16 Jan 2024 21:06:41.063,224.908,38.291,609.116
205,AntenaLDTEA,16 Jan 2024 21:07:41.063,166.610,43.767,552.397
205,AntenaLDTEA,16 Jan 2024 21:08:41.063,129.784,27.870,768.485
205,AntenaLDTEA,16 Jan 2024 21:09:41.063,116.730,16.198,1107.349
205,AntenaLDTEA,16 Jan 2024 21:10:41.063,110.684,8.953,1486.466
205,AntenaLDTEA,16 Jan 2024 21:11:02.043,109.279,7.000,1623.204
206,AntenaLDTEA,16 Jan 2024 22:42:13.406,251.313,7.000,1624.659
206,AntenaLDTEA,16 Jan 2024 22:43:13.406,245.307,13.100,1246.595
206,AntenaLDTEA,16 Jan 2024 22:44:13.406,233.749,22.127,902.571
206,AntenaLDTEA,16 Jan 2024 22:45:13.406,206.905,34.604,651.559
206,AntenaLDTEA,16 Jan 2024 22:46:13.406,157.521,36.881,620.793
206,AntenaLDTEA,16 Jan 2024 22:47:13.406,125.062,24.596,835.162
206,AntenaLDTEA,16 Jan 2024 22:48:13.406,111.343,14.665,1166.070
206,AntenaLDTEA,16 Jan 2024 22:49:13.406,104.513,8.050,1539.305
206,AntenaLDTEA,16 Jan 2024 22:49:25.163,103.568,7.000,1614.843
207,AntenaLDTEA,17 Jan 2024 00:20:30.623,254.201,7.000,1616.108
207,AntenaLDTEA,17 Jan 2024 00:21:30.623,252.301,13.558,1216.448
207,AntenaLDTEA,17 Jan 2024 00:22:30.623,248.372,24.524,833.944
207,AntenaLDTEA,17 Jan 2024 00:23:30.623,234.940,47.841,512.114
207,AntenaLDTEA,17 Jan 2024 00:24:30.623,128.289,64.621,426.641
207,AntenaLDTEA,17 Jan 2024 00:25:30.623,92.783,32.611,674.709
207,AntenaLDTEA,17 Jan 2024 00:26:30.623,86.571,17.589,1039.669
207,AntenaLDTEA,17 Jan 2024 00:27:30.623,84.039,9.525,1434.083
207,AntenaLDTEA,17 Jan 2024 00:27:56.438,83.351,7.000,1607.214
208,AntenaLDTEA,17 Jan 2024 01:58:57.432,271.689,7.000,1608.034
208,AntenaLDTEA,17 Jan 2024 01:59:57.432,278.678,12.993,1237.412
208,AntenaLDTEA,17 Jan 2024 02:00:57.432,292.015,21.502,908.797
208,AntenaLDTEA,17 Jan 2024 02:01:57.432,320.446,31.612,687.628
208,AntenaLDTEA,17 Jan 2024 02:02:57.432,3.851,31.555,688.046
208,AntenaLDTEA,17 Jan 2024 02:03:57.432,32.199,21.404,909.762
208,AntenaLDTEA,17 Jan 2024 02:04:57.432,45.507,12.893,1238.612
208,AntenaLDTEA,17 Jan 2024 02:05:56.281,52.397,7.000,1602.009
209,AntenaLDTEA,17 Jan 2024 03:39:02.308,313.923,7.000,1600.900
209,AntenaLDTEA,17 Jan 2024 03:40:02.308,329.562,8.607,1486.842
209,AntenaLDTEA,17 Jan 2024 03:41:02.308,346.527,8.628,1485.021
209,AntenaLDTEA,17 Jan 2024 03:42:02.308,2.242,7.052,1595.758
209,AntenaLDTEA,17 Jan 2024 03:42:03.739,2.584,7.000,1599.626
210,AntenaLDTEA,17 Jan 2024 16:50:18.261,334.859,7.000,1645.547
210,AntenaLDTEA,17 Jan 2024 16:51:18.261,347.723,10.817,1391.198
210,AntenaLDTEA,17 Jan 2024 16:52:18.261,5.489,13.879,1228.022
210,AntenaLDTEA,17 Jan 2024 16:53:18.261,26.629,14.581,1194.821
210,AntenaLDTEA,17 Jan 2024 16:54:18.261,46.392,12.410,1301.783
210,AntenaLDTEA,17 Jan 2024 16:55:18.261,61.477,8.765,1519.305
210,AntenaLDTEA,17 Jan 2024 16:55:45.717,66.798,7.000,1644.416
211,AntenaLDTEA,17 Jan 2024 18:27:25.741,296.362,7.000,1645.102
211,AntenaLDTEA,17 Jan 2024 18:28:25.741,299.977,13.351,1253.041
211,AntenaLDTEA,17 Jan 2024 18:29:25.741,307.322,23.414,883.343
211,AntenaLDTEA,17 Jan 2024 18:30:25.741,328.269,41.336,583.275
211,AntenaLDTEA,17 Jan 2024 18:31:25.741,36.210,51.354,501.714
211,AntenaLDTEA,17 Jan 2024 18:32:25.741,77.504,31.108,717.805
211,AntenaLDTEA,17 Jan 2024 18:33:25.741,89.234,17.652,1062.927
211,AntenaLDTEA,17 Jan 2024 18:34:25.741,94.223,9.807,1446.729
211,AntenaLDTEA,17 Jan 2024 18:34:54.901,95.718,7.000,1638.888
212,AntenaLDTEA,17 Jan 2024 20:05:43.976,269.022,7.000,1640.807
212,AntenaLDTEA,17 Jan 2024 20:06:43.976,265.341,13.351,1248.723
212,AntenaLDTEA,17 Jan 2024 20:07:43.976,257.966,23.443,878.728
212,AntenaLDTEA,17 Jan 2024 20:08:43.976,236.978,41.561,577.978
212,AntenaLDTEA,17 Jan 2024 20:09:43.976,167.837,51.678,496.815
212,AntenaLDTEA,17 Jan 2024 20:10:43.976,126.491,31.040,714.754
212,AntenaLDTEA,17 Jan 2024 20:11:43.976,114.818,17.550,1060.756
212,AntenaLDTEA,17 Jan 2024 20:12:43.976,109.778,9.719,1444.779
212,AntenaLDTEA,17 Jan 2024 20:13:12.227,108.280,7.000,1630.898
213,AntenaLDTEA,17 Jan 2024 21:44:18.700,253.052,7.000,1632.757
213,AntenaLDTEA,17 Jan 2024 21:45:18.700,246.910,13.046,1256.452
213,AntenaLDTEA,17 Jan 2024 21:46:18.700,235.207,21.894,914.888
213,AntenaLDTEA,17 Jan 2024 21:47:18.700,208.670,33.868,666.371
213,AntenaLDTEA,17 Jan 2024 21:48:18.700,160.903,36.185,633.615
213,AntenaLDTEA,17 Jan 2024 21:49:18.700,128.556,24.500,842.360
213,AntenaLDTEA,17 Jan 2024 21:50:18.700,114.501,14.722,1169.286
213,AntenaLDTEA,17 Jan 2024 21:51:18.700,107.443,8.130,1540.093
213,AntenaLDTEA,17 Jan 2024 21:51:31.380,106.391,7.000,1621.194
214,AntenaLDTEA,17 Jan 2024 23:22:39.437,252.124,7.000,1622.936
214,AntenaLDTEA,17 Jan 2024 23:23:39.437,248.728,13.429,1228.516
214,AntenaLDTEA,17 Jan 2024 23:24:39.437,241.813,23.834,855.316
214,AntenaLDTEA,17 Jan 2024 23:25:39.437,220.978,43.337,551.513
214,AntenaLDTEA,17 Jan 2024 23:26:39.437,144.874,53.332,478.471
214,AntenaLDTEA,17 Jan 2024 23:27:39.437,105.366,30.528,711.583
214,AntenaLDTEA,17 Jan 2024 23:28:39.437,95.031,17.001,1065.574
214,AntenaLDTEA,17 Jan 2024 23:29:39.437,90.593,9.274,1453.886
214,AntenaLDTEA,17 Jan 2024 23:30:03.125,89.467,7.000,1611.021
